#Format: JPTC-ISOGAIN/1
#Tool: jptc-collect 0.1.4
#Decoder: LibRaw 0.22.2-Release
#Generated: 2026-08-20T17:08:18.196Z
#
# Every value below is as measured. No correction of any kind has been
# applied, and no black level has been subtracted. The black level belongs
# to the dark set, which is why that one is shot first.
#
#Camera: Leica M11 Monochrom
#ImageWidth: 9528
#ImageHeight: 6328
#ImagePixels: 60293184
#Firmware: 2.6.1
#Lens: none-bodycap
#ShutterType: 机械快门
#Compression: 喵
#LongExposureNR: off (declared)
#Stabilisation: off (declared)
#
#AdcStep: 1
#LinearisationCurve: identity
#CfaPattern: GMCY
#CfaOrder: C00,C01,C10,C11 by position in the 2x2 cell, not by colour name
#RawSize: 9536x6336
#SensorBlackTag: 1023
#SensorMaximum: 16383
#Ladder: auto-shutter
#CropMosaic: 5900x3900
#PlanePerChannel: 2950x1950
# ShutterSec is the exposure time recorded by the camera; it does not
# independently measure mechanical-curtain travel. The paired-shutter
# ladder avoids depending on any systematic timing error.
# ShutterSec uses the standard ExposureTime in seconds when present, then
# ShutterSpeedValue converted from APEX, then LibRaw as a fallback. For
# example, Leica may store both 1/80 and an APEX value that converts to
# 1/80.56. These are camera records, not a measurement of shutter travel.
# ExposureTimeExif (0x829A) and ShutterApexExif (0x9201, APEX, t = 2^-v) are
# therefore recorded verbatim as the fractions the file holds, empty when the
# camera wrote no such field, so the selected value remains auditable.
#
# g1/g2 = (t1/t2) * (Mean2 - BL2) / (Mean1 - BL1), with BL from the dark set.
ISO,ShutterSec,ExposureTimeExif,ShutterApexExif,Aperture,ShutterGroup,File,Channel,ColorIndex,N,Mean,Std,ClipFrac
800,0.06666666666666667,1/15,1025/256,11.004334545117949,0.0666667,L1008773.DNG,C10,6,5752500,2710.5631942633636,563.2122763701259,0
800,0.06666666666666667,1/15,1025/256,11.004334545117949,0.0666667,L1008773.DNG,C11,6,5752500,2711.341957757497,563.3463440108327,0
1600,0.03333333333333333,1/30,1267/256,11.004334545117949,0.0333333,L1008774.DNG,C00,6,5752500,2750.644489526293,580.1588474167116,0
1600,0.03333333333333333,1/30,1267/256,11.004334545117949,0.0333333,L1008774.DNG,C01,6,5752500,2749.00189865276,579.8268546624887,0
1600,0.03333333333333333,1/30,1267/256,11.004334545117949,0.0333333,L1008774.DNG,C10,6,5752500,2748.9899530638854,580.1039362181967,0
1600,0.03333333333333333,1/30,1267/256,11.004334545117949,0.0333333,L1008774.DNG,C11,6,5752500,2751.028656236419,580.4318670081334,0
3200,0.016666666666666666,1/60,1521/256,11.004334545117949,0.0166667,L1008775.DNG,C00,6,5752500,2755.8812897001303,589.5650007719033,0
3200,0.016666666666666666,1/60,1521/256,11.004334545117949,0.0166667,L1008775.DNG,C01,6,5752500,2750.612367318557,588.3802161679079,0
3200,0.016666666666666666,1/60,1521/256,11.004334545117949,0.0166667,L1008775.DNG,C10,6,5752500,2750.962498565841,588.5684213844045,0
3200,0.016666666666666666,1/60,1521/256,11.004334545117949,0.0166667,L1008775.DNG,C11,6,5752500,2756.05522329422,589.8152027491568,0
6400,0.008,1/125,1773/256,11.004334545117949,0.00800000,L1008776.DNG,C00,6,5752500,2766.218871099522,607.5225887282778,0
6400,0.008,1/125,1773/256,11.004334545117949,0.00800000,L1008776.DNG,C01,6,5752500,2757.383869274229,605.7045022356443,0
6400,0.008,1/125,1773/256,11.004334545117949,0.00800000,L1008776.DNG,C10,6,5752500,2757.6579871360277,605.7352472969839,0
6400,0.008,1/125,1773/256,11.004334545117949,0.00800000,L1008776.DNG,C11,6,5752500,2766.7715042155583,607.6759567841198,0
12500,0.004,1/250,1997/256,11.004334545117949,0.00400000,L1008777.DNG,C00,6,5752500,2875.1716542372883,671.6076545867163,0
12500,0.004,1/250,1997/256,11.004334545117949,0.00400000,L1008777.DNG,C01,6,5752500,2861.808976966536,669.5073444072666,0
12500,0.004,1/250,1997/256,11.004334545117949,0.00400000,L1008777.DNG,C10,6,5752500,2862.899350890917,669.3995096694973,0
12500,0.004,1/250,1997/256,11.004334545117949,0.00400000,L1008777.DNG,C11,6,5752500,2875.7121093437636,671.4731551416778,0
25000,0.002,1/500,2244/256,11.004334545117949,0.00200000,L1008778.DNG,C00,6,5752500,2929.000522729248,743.2392956312068,0
25000,0.002,1/500,2244/256,11.004334545117949,0.00200000,L1008778.DNG,C01,6,5752500,2907.1196278139937,735.3333838738062,0
25000,0.002,1/500,2244/256,11.004334545117949,0.00200000,L1008778.DNG,C10,6,5752500,2908.0356370273794,734.8082191342751,0
25000,0.002,1/500,2244/256,11.004334545117949,0.00200000,L1008778.DNG,C11,6,5752500,2929.743552542373,742.7811178607654,0
